RESET
180,255,0,0,0,0
181,255,0,0,0,0
182,255,0,0,0,0
183,255,0,0,0,0
184,255,0,0,0,0
185,255,0,0,0,0
186,255,0,0,0,0
187,255,0,0,0,0
188,255,0,0,0,0
189,255,0,0,0,0
190,255,0,0,0,0
191,255,0,0,0,0
192,255,0,0,0,0
193,255,0,0,0,0
194,255,0,0,0,0
195,255,0,0,0,0
196,255,0,0,0,0
197,255,0,0,0,0
198,255,0,0,0,0
199,255,0,0,0,0
200,255,0,0,0,0
201,255,0,0,0,0
202,255,0,0,0,0
203,255,0,0,0,0
204,255,0,0,0,0
205,255,0,0,0,0
206,255,0,0,0,0
207,255,0,0,0,0
208,255,0,0,0,0
209,255,0,0,0,0
210,255,0,0,0,0
211,255,0,0,0,0
212,255,0,0,0,0
213,255,0,0,0,0
214,255,0,0,0,0
215,255,0,0,0,0
216,255,0,0,0,0
217,255,0,0,0,0
218,255,0,0,0,0
219,255,0,0,0,0
220,255,0,0,0,0
221,255,0,0,0,0
222,255,0,0,0,0
223,255,0,0,0,0
224,255,0,0,0,0
225,255,0,0,0,0
226,255,0,0,0,0
227,255,0,0,0,0
228,255,0,0,0,0
229,255,0,0,0,0
230,255,0,0,0,0
231,255,0,0,0,0
232,255,0,0,0,0
233,255,0,0,0,0
234,255,0,0,0,0
235,255,0,0,0,0
236,255,0,0,0,0
237,255,0,0,0,0
238,255,0,0,0,0
239,255,0,0,0,0
240,255,0,0,0,0
241,255,0,0,0,0
242,255,0,0,0,0
243,255,0,0,0,0
244,255,0,0,0,0
245,255,0,0,0,0
246,255,0,0,0,0
247,255,0,0,0,0
248,255,0,0,0,0
249,255,0,0,0,0
250,255,0,0,0,0
251,255,0,0,0,0
252,255,0,0,0,0
253,255,0,0,0,0
254,255,0,0,0,0
255,255,0,0,0,0
256,255,0,0,0,0
257,255,0,0,0,0
258,255,0,0,0,0
259,255,0,0,0,0
260,255,0,0,0,0
261,255,0,0,0,0
262,255,0,0,0,0
263,255,0,0,0,0
264,255,0,0,0,0
265,255,0,0,0,0
266,255,0,0,0,0
267,255,0,0,0,0
268,255,0,0,0,0
269,255,0,0,0,0
270,255,0,0,0,0
271,255,0,0,0,0
272,255,0,0,0,0
273,255,0,0,0,0
274,255,0,0,0,0
275,255,0,0,0,0
276,255,0,0,0,0
277,255,0,0,0,0
278,255,0,0,0,0
279,255,0,0,0,0
280,255,0,0,0,0
